,title,description,web_url,category,origen,notes_ca,url_busqueda_ca,organization_parent_name_ca
65,Catàleg de fotografies de Barcelona en general al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Fotografies procedents generalment del sector d’ Urbanisme, corresponents a exposicions, celebracions i de matèries genèriques de la ciutat de Barcelona",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-fotografies-barcelona-general-bcnroc,Administració
66,Catàleg de fotografies de cementiris de Barcelona al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Fotografies de les escultures artístiques, de les carrosses mortuòries i dels recintes funeraris de la ciutat de Barcelona procedents de l’empresa municipal Cementiris de Barcelona S.A. ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-fotografies-cementiris-bcnroc,Administració
67,Catàleg de fotografies d'edificis al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Fotografies d’edificis, habitatges, equipaments i botigues emblemàtiques que formen part del Catàleg del Patrimoni Arquitectònic de l'Ajuntament de Barcelona.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-fotografies-edificis-bcnroc,Administració
68,Catàleg de fotografies d'elements urbans al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Fotografies d’elements urbans com bancs, fonts, marquesines, enllumenat i d’espais de la ciutat com parcs, estacions del Bicing",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-fotografies-elements-urbans-bcnroc,Administració
69,Catàleg de fotografies de plans i projectes urbanístics al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC) ,,,,barcelona,"Fotografies referents a la planificació urbanística de la ciutat. S’inclouen imatges de projectes urbans: maquetes, plànols ; anteriors, durant les obres i posteriors a la realització d’aquestes",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-fotografies-projectes-urbans-bcnroc,Administració
70,Catàleg de documents de la col·lecció L'Havana-Barcelona al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Documentació d’institucions municipals i externes que ha servit de base per la confecció d’un projecte museístic sobre la relació històrica entre Barcelona i La Havana durant el període 1779-1936, fruit de la cooperació entre l’Ajuntament de Barcelona (Museu d'Història de Barcelona i Direcció de Justícia Global i Cooperació Internacional) i la Oficina del Historiador de la Ciudad de La Havana. ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-havana-bcnroc,Administració
71,Catàleg de Informes d'avaluació  al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,Catàleg de  Informes d'avaluació al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-informes-avaluacio-bcnroc,Administració
72,Catàleg d'informes i estudis diversos al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,Documents que presenten una exposició sobre l'estat d'una qüestió o sobre els elements necessaris perquè es resolgui un afer,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-informes-diversos-bcnroc,Administració
73, Catàleg d'informes presentats als Òrgans de Govern al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Exposicions d’assumptes d’interès municipal d’abast general o bé relatives a polítiques sectorials, que s’han presentat al Consell Municipal (Plenari i Comissions), als Consells de districtes o a altres òrgans de govern",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-informes-organs-govern-bcnroc,Administració
74,Catàleg d'instruccions al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,Ordres aprovades per un òrgan administratiu superior amb funció directiva dirigides als òrgans que jeràrquicament en depenen que incorporen una interpretació d’una disposició legal o reglamentària que han d'utilitzar en l'exercici de les seves funcions,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-instruccions-bcnroc,Administració
75,Catàleg de laudes al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Resolucions arbitrals que tenen el mateix caràcter que una sentència judicial, essent d'obligat compliment per les dues parts i produeixen efectes de cosa jutjada.    ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-laudes-bcnroc,Administració
76,Catàleg de memòries al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Documents que contenen la relació dels actes, els treballs, etc. efectuats per una societat, una corporació, etc, i també del resultat econòmic de l’activitat d’aquestes en un període determinat",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-memories-bcnroc,Administració
77,Catàleg de mesures de govern al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Anticipació de polítiques o la informació d’iniciatives d’actuacions concretes del govern municipal exposades al Consell Municipal, en Plenari o en Comissió. [Reglament Orgànic Municipal, art. 63.2]",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-mesures-govern-bcnroc,Administració
78,Catàleg de les dades obertes de l'Ajuntament de Barcelona - Open Data BCN,,,,barcelona,Catàleg de les dades obertes de l'Ajuntament de Barcelona (Open Data BCN).  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-opendata,Administració
79,Catàleg d'ordenances fiscals i preus públics al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Conjunts de normes, dins l'àmbit tributari local, que regulen els impostos, les taxes i les contribucions especials vigents per un període de temps determinat. S'inclouen també les taxes, una classe específica de tributs que paguen els ciutadans a les administracions públiques com a contraprestació per la prestació d'un servei o la realització d'una activitat que cap altre agent econòmic pot realitzar.    Els preus públics son contraprestacions dineràries que se satisfan a les administracions públiques per la prestació de serveis, sol·licitats voluntàriament pels ciutadans, o per la realització d'activitats en igualtat de condicions amb el sector privat",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-ordenances-fiscals-preus-bcnroc,Administració
80,Catàleg d'ordenances municipals al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Ordenances municipals vigents i històriques de l’Ajuntament de Barcelona, dins del repositori institucional BCNROC. Les metadades inclouen un enllaç Handle que identifica de forma persistent el registre descriptiu de cada ordenança i els textos oficials que s’hi inclouen, en formats PDF i TXT. ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-ordenances-municipals-bcnroc,Administració
81,Catàleg de plans especials al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,Documents que complementen la regulació de les ordenances municipals,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-plans-especials-bcnroc,Administració
82,Catàleg de plans estratègics al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Conjunts orgànics de directrius i de mesures polítiques i econòmiques adreçades a resoldre problemes o situacions determinats, que inclouen els mitjans per a aconseguir-los les responsabilitats i les dates d'acompliment",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-plans-estrategics-bcnroc,Administració
83,Catàleg de bases de  premis al Repositori Obert de Coneixement de l'Ajuntament de Barcelona  (BCNROC),,,,barcelona,Reconeixement públic d'un mèrit concedit per encoratjar activitats diverses. Es recullen les bases.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-premis-bcnroc,Administració
84,Catàleg de pressupostos al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC) ,,,,barcelona,"Documents que recullen, amb més o menys detall, els ingressos i les despeses que tindrà una entitat pública (estat, ajuntament, etc) durant un període determinat, que generalment és anual o bianual. El pressupost és el reflex financer de l'estratègia i prioritats municipals, on mitjançant el model de - Pressupost Executiu, els recursos pressupostaris s'assignen a aquells programes i actuacions que permeten avançar en un major grau envers els objectius definits en el Marc Estratègic",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-pressupostos-bcnroc,Administració
85,Catàleg de protocols al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Conjunts de regles o plans escrits i detallats per tractar de forma coordinada una determinada problemàtica o afrontar una determinada actuació. Sovint, el protocol obeeix a un posicionament comú, convencional i coordinat de diverses instàncies o sectors d’actuació en matèries nítidament de caire tècnic o tecnològic",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-protocols-bcnroc,Administració
86,Catàleg de publicacions al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,Catàleg de publicacions al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-publicacions-bcnroc,Administració
87,Catàleg de reglaments al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Disposicions de caràcter general aprovades pels òrgans de govern en exercici de la potestat d'auto-organització municipal [Carta Municipal, art. 26.2]. Segons els seus efectes, es poden classificar en jurídics o pròpiament normatius, i administratius o d'organització de la pròpia administració",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-reglaments-bcnroc,Administració
88,Catàleg de documents del Registre d'Estudis i Informes al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,"Estudis i informes (encarregats per l’Ajuntament de Barcelona, els seus organismes autònoms, les seves entitats públiques empresarials i les societats mercantils municipals o amb participació municipal majoritària) que es troben relacionats en el Registre d’estudis i informes, creat per acord del Plenari del Consell Municipal el novembre de 2009.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-rei-bcnroc,Administració
89,Catàleg de revistes al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),,,,barcelona,Catàleg de revistes al Repositori Obert de Coneixement de l'Ajuntament de Barcelona (BCNROC),https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cataleg-revistes-bcnroc,Administració
90,Cementiris de la ciutat de Barcelona,,,,barcelona,Cementiris de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cementiris,Territori
91,Cens d'activitats econòmiques en planta baixa de la ciutat de Barcelona,,,,barcelona,Cens de locals de la ciutat de Barcelona amb l'objectiu d'identificar tots els locals en planta baixa amb activitat econòmica o sense activitat. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cens-activitats-comercials,Economia i empresa
92,Llista de codis i descripcions de les activitats del cens d'activitats econòmiques de la ciutat de Barcelona,,,,barcelona,Llista de codis i descripcions de les activitats del cens d'activitats econòmiques de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cens-activitats-economiques-class-bcn,Economia i empresa
93,Nombre d'animals de companyia censats a Barcelona,,,,barcelona,Nombre acumulat a cada districte dels animals de companyia inscrits al Registre censal de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cens-animals-companyia,Ciutat i serveis
94,Activitats de difusió dels centres cívics de la ciutat de Barcelona,,,,barcelona,Activitats de difusió dels centres cívics de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=centres-civics-activitatsdifusio,Ciutat i serveis
95,Entitats usuàries dels centres cívics de la ciutat de Barcelona,,,,barcelona,Entitats usuàries dels centres cívics de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=centres-civics-entitats,Ciutat i serveis
96,Activitats de formació dels centres cívics de la ciutat de Barcelona,,,,barcelona,"Es detallen dades relacionades amb les activitats de formació dels centres cívics de la ciutat de Barcelona, com són la pròpia activitat, el nombre d'assistents i els metres quadrats dels espais disponibles.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=centres-civics-formacio,Ciutat i serveis
97,Metres quadrats dels centres cívics de la ciutat de Barcelona,,,,barcelona,Metres quadrats dels centres cívics de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=centres-civics-metres-quadrats,Ciutat i serveis
98,Dades globals dels cinemes de la ciutat de Barcelona,,,,barcelona,Dades globals dels cinemes de circuit comercial de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cinemes-dades-globals,Ciutat i serveis
99,"Cobertura vegetal de la ciutat de Barcelona, a partir de l'índex NVDI, vista des del cel ",,,,barcelona,"Es tracta de la primera identificació  de la infraestructura verda de Barcelona a partir de l'índex NVDI, que per una banda  quantifica el verd real de Barcelona i caracteritza la seva distribució en relació a diversos paràmetres administratius i urbanístics que ajuden a entendre possibles mancances territorials i també a trobar instruments per superar-les i per altra banda,  planteja generar una base d’infraestructura verda de la ciutat, que serveixi per anar-la dotant dels continguts, funcions i serveis ambientals que realitza.      ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=cobertura-vegetal-ndvi,Ciutat i serveis
100,Informació dels colors dels aparcaments en superfície a la ciutat de Barcelona,,,,barcelona,Informació dels colors dels aparcaments regulats en superfície a la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=colors-aparcaments-superficie,Ciutat i serveis
101,Comissaries de policia a la ciutat de Barcelona,,,,barcelona,Comissaries de policia a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=comissaries-policia,Administració
102,Compatibilitats autoritzades de l'Ajuntament de Barcelona i els seus organismes autònoms i entitats públiques empresarials,,,,barcelona,"El personal municipal que vulgui exercir una segona activitat pública, o una activitat privada, ha de sol·licitar l'autorització o el reconeixement de la compatibilitat. El dataset conté la relació del personal de l'Ajuntament de Barcelona, els seus organismes autònoms i les seves entitats públiques empresarials que té autoritzat l'exercici d'aquesta segona activitat a la data d'actualització.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=compatibitlitats,Administració
103,Compliment d'objectius d'estabilitat pressupostària de la ciutat de Barcelona,,,,barcelona,Informació del compliment dels objectius derivats de la normativa en estabilitat pressupostària.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=compliment-objectius-estabilitat,Administració
104,Consolats a la ciutat de Barcelona,,,,barcelona,Consolats a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=consolats-bcn,Administració
105,Contaminants mesurats per les estacions de mesura de qualitat de l'aire de la ciutat de Barcelona,,,,barcelona,Llista dels contaminants atmosfèrics mesurats per cadascuna de les estacions de mesura de la qualitat de l'aire de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=contaminants-estacions-mesura-qualitat-aire,Ciutat i serveis
106,Contractes menors de l'Ajuntament de Barcelona i entitats municipals,,,,barcelona,"Llistat de tots els contractes per valor (sense IVA) inferior a 15.000, en el cas de contractació de serveis i subministraments, i a 40.000, en el cas d'obres, que han subscrit l'Ajuntament de Barcelona i les seves entitats municipals.    Es facilita la informació dels contractes que s'han adjudicat en el període corresponent i de l'import total adjudicat, independentment de l'exercici en el que efectivament es produirà la despesa.    ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=contractes-menors,Administració
107,Contractes menors derivats d'una autorització genèrica de despesa de l'Ajuntament de Barcelona,,,,barcelona,Llistat de tots els contractes menors derivats d'una autorització genèrica de despesa de l'Ajuntament de Barcelona.    La freqüència d'actualització de les dades indicada és susceptible a un decalatge degut a les operacions de recollida i depuració de les dades.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=contractes-menors-a-generica,Administració
108,Corredors bicicleta de la ciutat de Barcelona,,,,barcelona,Corredors bicicleta de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=corredors-bici-bcn,Ciutat i serveis
109,Biblioteques i museus de la ciutat de Barcelona,,,,barcelona,"Llista de biblioteques i museus de la ciutat de Barcelona que inclou les biblioteques i les biblioteques municipals, museus, sales d'estudi...",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=culturailleure-bibliotequesimuseus,Ciutat i serveis
110,"Cinemes, teatres i auditoris de la ciutat de Barcelona",,,,barcelona,"Llista de cinemes, teatres i auditoris de la ciutat de Barcelona que inclou auditoris, cinemes, teatres...  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=culturailleure-cinemesteatresauditoris,Ciutat i serveis
111,Àrees de jocs infantils  a la ciutat de Barcelona,,,,barcelona,Àrees de jocs infantils  a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=culturailleure-espaisinfantils,Ciutat i serveis
112,Espais de música i copes de la ciutat de Barcelona,,,,barcelona,"Llista dels espais de música i copes de la ciutat de Barcelona que inclou bars i pubs musicals, cocteleries, discoteques, karaokes, sales de festes, salons de ball, tablaos flamencs...",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=culturailleure-espaismusicacopes,Ciutat i serveis
113,Espais de participació ciutadana de la ciutat de Barcelona,,,,barcelona,"Llista dels espais de participació ciutadana de la ciutat de Barcelona que inclou ateneus de fabricació, casals d'avis, casals de barri, casals i espais per a joves, casals infantils, centres cívics...  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=culturailleure-espaisparticipaciociutadana,Ciutat i serveis
114,Parcs i jardins de la ciutat de Barcelona,,,,barcelona,"Llistat dels parcs, jardins i interiors d'illa de la ciutat de Barcelona.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=culturailleure-parcsjardins,Ciutat i serveis
115,Dades de les sales d'arts escèniques de la ciutat de Barcelona,,,,barcelona,"Dades d'aforaments, entrades, espectacles, espectadors i funcions de les sales d'arts escèniques de la ciutat de Barcelona.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-arts-esceniques,Ciutat i serveis
116,Dades dels arxius de la ciutat de Barcelona,,,,barcelona,Dades dels usuaris i les consultes als arxius de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-arxius,Ciutat i serveis
117,Dades dels ateneus de la ciutat de Barcelona,,,,barcelona,Dades dels ateneus de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-ateneus,Ciutat i serveis
118,Dades de les festes de la ciutat de Barcelona,,,,barcelona,Dades de les festes de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-festes-ciutat,Ciutat i serveis
119,Dades del Festival Grec de Barcelona,,,,barcelona,Dades dels espectacles del Festival Grec de Barcelona per gèneres,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-festival-grec,Ciutat i serveis
120,Dades d'assistència als festivals i fires de la ciutat de Barcelona,,,,barcelona,Dades referents a l'assistència als festivals i fires de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-festivals,Ciutat i serveis
121,Dades de cultura de la ciutat de Barcelona,,,,barcelona,Dades globals de cultura de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-globals-cultura,Ciutat i serveis
122,Dades dels grans auditoris de la ciutat de Barcelona,,,,barcelona,Dades dels grans auditoris de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-grans-auditoris,Ciutat i serveis
123,Assistents a les festes de la Mercè de la ciutat de Barcelona,,,,barcelona,Assistents a les activitats emblemàtiques de les festes de la Mercè de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-merce,Ciutat i serveis
124,Dades de museus i exposicions de la ciutat de Barcelona,,,,barcelona,Dades en relació a públic i col·leccions dels museus i exposicions de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-museus-exposicions,Ciutat i serveis
125,Projectes de creació de les Fàbriques de Creació de la ciutat de Barcelona,,,,barcelona,Projectes de creació de les Fàbriques de Creació de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-projectes-fabriques-creacio,Ciutat i serveis
126,Dades de les sales de música en viu de la ciutat de Barcelona,,,,barcelona,Dades de les sales de música en viu de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-sales-musica-en-viu,Ciutat i serveis
127,Dades sindicals de l'Ajuntament de Barcelona i les seves entitats municipals,,,,barcelona,"Dades dels alliberaments sindicals de l'Ajuntament i les seves entitats municipals: nombre de persones, hores sindicals utilitzades, i costos generats per a l'Administració municipal.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-sindicals,Administració
128,Dades de la xarxa de biblioteques de la ciutat de Barcelona,,,,barcelona,Dades de la xarxa de biblioteques de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dades-xarxa-biblioteques-catalunya,Ciutat i serveis
129,Fitxes  d'indicadors socioeconòmics de la divisió territorial barri de la ciutat de Barcelona,,,,barcelona,Fitxes  d'indicadors socioeconòmics de la divisió territorial barri de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=divter,Població
130,Dutxes públiques de la ciutat de Barcelona,,,,barcelona,Dutxes públiques de les platges i altres centres de la ciutat de Barcelona. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=dutxes-platges,Ciutat i serveis
131,Enquesta de Benestar Subjectiu de la Infància a la ciutat de Barcelona ,,,,barcelona,Enquesta de Benestar Subjectiu de la Infància a la ciutat de Barcelona ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ebsib-bcn-enquesta-benestar-subjectiu-infancia,Ciutat i serveis
132,Edificis Amics de la Bici dels equipaments públics de la ciutat de Barcelona ,,,,barcelona,Equipaments públics de la ciutat de Barcelona amb l'objectiu de fomentar l'ús de la bicicleta entre els treballadors.  Es publiquen els auditats ja certificats o en fase de certificació. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=edificis-amics-de-la-bici-barcelona,Ciutat i serveis
133,Ensenyament infantil de la ciutat de Barcelona,,,,barcelona,Llista dels equipaments d'educació infantil de la ciutat de Barcelona per nens i nenes des del naixement fins els sis anys d’edat.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=educacio-ensenyament-infantil,Població
134,Ensenyament no reglat de la ciutat de Barcelona,,,,barcelona,Centres d'ensenyament de la ciutat de Barcelona que ofereixen cursos no reglats.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=educacio-ensenyament-no-reglat,Població
135,Ensenyament reglat de la ciutat de Barcelona,,,,barcelona,Centres d'ensenyament de la ciutat de Barcelona que ofereixen cursos reglats.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=educacio-ensenyament-reglat,Població
136,Enquesta sobre la bretxa digital a la ciutat de Barcelona  ,,,,barcelona,Enquesta sobre la bretxa digital a la ciutat de Barcelona  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=enquesta-escletxa-digital,Ciutat i serveis
137,Entitats del pacte per la mobilitat a la ciutat de Barcelona,,,,barcelona,Entitats del pacte per la mobilitat a la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=entitas-pacte-mobilitat,Ciutat i serveis
138,Fitxer General d'Entitats Ciutadanes de la ciutat de Barcelona,,,,barcelona,El Fitxer General d'Entitats Ciutadanes és un dels instruments de relació de l'Ajuntament de Barcelona amb les entitats de la ciutat. La seva creació és prevista a les Normes Reguladores de la Participació Ciutadana (art. 9) i està reglamentat mitjançant les Normes Reguladores del Fitxer General d'Entitats Ciutadanes (B.O.P. 26/2/2004).    ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=entitats,Administració
139,Relació d'Entitats Municipals de la ciutat de Barcelona segons criteris de consolidació pressupostària,,,,barcelona,Relació d'Entitats Municipals segons criteris de consolidació pressupostària.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=entitats-municipals,Administració
140,Llista d'equipaments d'administració pública de la ciutat de Barcelona,,,,barcelona,"Equipaments de la tipologia Administració que hi ha a la ciutat de Barcelona: Administració local, autonòmica, perifèrica, central, europea i internacional; també inclou els equipaments de relacions amb l'estranger i altres organismes locals.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-administracio,Administració
141,Llista d'equipaments d'animals i les plantes de la ciutat de Barcelona,,,,barcelona,"Equipaments de la tipologia Animals i plantes que hi ha a la ciutat de Barcelona: centres de jardineria, veterinaris, floristeries, perruqueries canines, residències d'animals i d'altres.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-animals-i-plantes,Ciutat i serveis
142,Llista d'equipaments d'associacions de la ciutat de Barcelona,,,,barcelona,"Equipaments de la tipologia Associacions que hi ha a la ciutat de Barcelona: associacions de l'àmbit de l'esport, de medi ambient, de partits polítics, de suport social, d'oci, culturals, de cooperació internacional, d'agricultura, d'educació, d'economia, de salut, d'alimentació, d'ONG i d'altres.   ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-associacions,Població
143,Llista d'equipaments de cementiris i serveis relacionats de la ciutat de Barcelona,,,,barcelona,"Equipaments de la tipologia Cementiris que hi ha a la ciutat de Barcelona: cementiris públics, cementiris privats, cementiris d'animals, crematoris, tanatoris, sales de vetlla.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-cementiris-i-serveis-relacionats,Territori
144,Llista d'equipaments de centres d'informació de la ciutat de Barcelona,,,,barcelona,"Equipaments de la tipologia Centres d'informació que hi ha a la ciutat de Barcelona: centres d'atenció al ciutadà, d'informació al consumidor, per als joves, per a les dones, per a la gent gran, per a persones amb discapacitat, d'informació jurídica, d'informació laboral, d'informació turística i d'altres.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-centres-d-informacio,Ciutat i serveis
145,Llista d'equipaments de companyies de serveis de la ciutat de Barcelona,,,,barcelona,"Equipaments de la tipologia Empreses de serveis que hi ha a la ciutat de Barcelona: aigua, gas, electricitat, correus, telefonia i proveïdors d'internet.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-companyies-de-serveis,Administració
146,Llista d'espais i equipaments de cultura i lleure de la ciutat de Barcelona,,,,barcelona,"Espais i equipaments de la tipologia Cultura i lleure que hi ha a la ciutat de Barcelona: biblioteques, cinemes, llibreries, museus, parcs, miradors, platges, teatres, sales de concerts, auditoris i d'altres. ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-cultura-i-lleure,Ciutat i serveis
147,Llista d'equipaments d'educació de la ciutat de Barcelona,,,,barcelona,"Equipaments de la tipologia Educació que hi ha a la ciutat de Barcelona: centres d'educació infantil, primària, secundària, professional i universitària, autoescoles, centres de normalització lingüística, formació ocupacional, educació especial, escoles taller, educació permanent d'adults i d'altres.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-educacio,Població
148,Llista d'equipaments d'esports de la ciutat de Barcelona,,,,barcelona,"Equipaments de la tipologia Esports que hi ha a la ciutat de Barcelona: clubs esportius, federacions esportives, penyes esportives i instal·lacions esportives. ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-esports,Ciutat i serveis
