,title,description,web_url,category,origen,notes_ca,url_busqueda_ca,organization_parent_name_ca
240,Naixements. Rànquing dels 25 noms de nadons més freqüents de la ciutat de Barcelona,,,,barcelona,Naixements. Rànquing dels 25 noms de nadons més freqüents de la ciutat de Barcelona    ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-noms-nadons,Població
241,Padró d'habitants. Rànquing dels 50 noms més freqüents  a la ciutat de Barcelona per sexe i dècada de naixement ,,,,barcelona,"Freqüència dels 50 noms més comuns dels homes i dones residents a la ciutat de Barcelona, agrupats segons la dècada de naixement de la població empadronada.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-50-noms-frequents,Població
242,Padró d'habitants. Població  de la ciutat de Barcelona segons sexe i any d'alta al Padró ,,,,barcelona,Padró d'habitants. Població de la ciutat de Barcelona segons sexe i any d'alta al Padró   ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-alta-padro-sexe,Població
243,Padró d'habitants. Domicilis de la ciutat de Barcelona amb persones de 18 a 64 anys ,,,,barcelona,Padró d'habitants. Domicilis de la ciutat de Barcelona amb persones de 18 a 64 anys ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-domicilis-18-a-64-anys,Població
244,Padró d'habitants. Domicilis  de la ciutat de Barcelona amb persones de 65 anys o més ,,,,barcelona,Padró d'habitants. Domicilis  de la ciutat de Barcelona amb persones de 65 anys o més ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-domicilis-65-mes-anys,Població
245,Padró d'habitants. Edat mitjana de les persones residents en els domicilis de la ciutat de Barcelona segons nacionalitat,,,,barcelona,Padró d'habitants. Edat mitjana de les persones residents en els domicilis de la ciutat de Barcelona segons nacionalitat,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-domicilis-edat-mitjana-nacionalitat,Població
246,Padró d'habitants. Domicilis de la ciutat de Barcelona segons estructura,,,,barcelona,Padró d'habitants. Domicilis de la ciutat de Barcelona segons estructura  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-domicilis-estructura,Població
247,Padró d'habitants. Domicilis de la ciutat de Barcelona amb persones menors de 18 anys ,,,,barcelona,Padró d'habitants. Domicilis de la ciutat de Barcelona amb persones menors de 18 anys ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-domicilis-menors-18-anys,Població
248,Padró d'habitants. Domicilis de la ciutat de Barcelona segons la nacionalitat de les persones que hi viuen ,,,,barcelona,Padró d'habitants. Domicilis de la ciutat de Barcelona segons la nacionalitat de les persones que hi viuen ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-domicilis-nacionalitat,Població
249,"Padró d'habitants. Domicilis de la ciutat de Barcelona segons la nacionalitat, espanyola o estrangera, de les persones  que hi viuen ",,,,barcelona,"Padró d'habitants. Domicilis de la ciutat de Barcelona segons la nacionalitat, espanyola o estrangera, de les persones  que hi viuen ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-domicilis-nacionalitat-espanyola-estrangera,Població
250,Padró d'habitants. Domicilis  de la ciutat de Barcelona segons el nombre de persones que hi viuen ,,,,barcelona,Padró d'habitants. Domicilis  de la ciutat de Barcelona segons el nombre de persones que hi viuen ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-domicilis-nombre-persones,Població
251,Padró d'habitants. Domicilis  de la ciutat de Barcelona segons el sexe de les persones que hi viuen ,,,,barcelona,Padró d'habitants. Domicilis  de la ciutat de Barcelona segons el sexe de les persones que hi viuen ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-domicilis-sexe,Població
252,Padró d'habitants. Població  de la ciutat de Barcelona segons sexe i edat any a any,,,,barcelona,Padró d'habitants. Població  de la ciutat de Barcelona segons sexe i edat any a any,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-edat-any-a-any,Població
253,"Padró d'habitants. Població de la ciutat de Barcelona segons sexe, edat quinquennal i nacionalitat ",,,,barcelona,"Padró d'habitants. Població de la ciutat de Barcelona segons sexe, edat quinquennal i nacionalitat ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-edat-quinquenal-nacionalitat-sexe,Població
254,Padró d'habitants. Població de la ciutat de Barcelona segons sexe i lloc de naixement ,,,,barcelona,Padró d'habitants. Població de la ciutat de Barcelona segons sexe i lloc de naixement ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-lloc-naixement-ccaa-sexe,Població
255, Padró d'habitants. Població  de la ciutat de Barcelona segons sexe i nacionalitat ,,,,barcelona, Padró d'habitants. Població  de la ciutat de Barcelona segons sexe i nacionalitat ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-nacionalitat-sexe,Població
256,Padró d'habitants. Població de la ciutat de Barcelona segons sexe i nivell acadèmic ,,,,barcelona,Padró d'habitants. Població de la ciutat de Barcelona segons sexe i nivell acadèmic ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-nivell-academic-sexe,Població
257,Padró d'habitants. Ocupació mitjana als domicilis de la ciutat de Barcelona,,,,barcelona,Padró d'habitants. Ocupació mitjana als domicilis (persones/domicili) de la ciutat de Barcelona.  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-ocupacio-mitjana,Població
258,Padró d'habitants. Població  de la ciutat de Barcelona segons sexe ,,,,barcelona,Padró d'habitants. Població  de la ciutat de Barcelona segons sexe ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-sexe,Població
259,Padró d'habitants. Població que viu sola  a la ciutat de Barcelona segons sexe i edat quinquennal ,,,,barcelona,Padró d'habitants. Població que viu sola  a la ciutat de Barcelona segons sexe i edat quinquennal ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-padro-viu-sola-edat-quinquenal,Població
260,Distribució territorial de la renda familiar a la ciutat de Barcelona,,,,barcelona,Distribució territorial de la renda familiar a la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-renda-familiar,Població
261,Persones amb reconeixement legal de discapacitat de la ciutat de Barcelona agrupades per grau de discapacitat,,,,barcelona,Persones amb reconeixement legal de discapacitat de la ciutat de Barcelona agrupades per grau de discapacitat.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-social-discapacitats-grau,Població
262,Persones  amb reconeixement legal de discapacitat de la ciutat de Barcelona agrupades per edat,,,,barcelona,Persones  amb reconeixement legal de discapacitat de la ciutat de Barcelona agrupades per edat,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-social-discapacitats-grups-edat,Població
263,Persones amb reconeixement legal de discapacitat de la ciutat de Barcelona agrupades per sexe,,,,barcelona,Persones amb reconeixement legal de discapacitat de la ciutat de Barcelonaagrupades per sexe.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-social-discapacitats-sexe,Població
264,Persones  amb reconeixement legal de discapacitat de la ciutat de Barcelona agrupades per tipus de discapacitat,,,,barcelona,Persones  amb reconeixement legal de discapacitat de la ciutat de Barcelona agrupades per tipus de discapacitat.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-social-discapacitats-tipus,Població
265,Defuncions de la ciutat de Barcelona,,,,barcelona,Defuncions de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-defuncions,Població
266,Defuncions de dones a la ciutat de Barcelona ,,,,barcelona,Defuncions de dones a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-defuncions-dones,Població
267,Defuncions d'homes de la ciutat de Barcelona,,,,barcelona,Defuncions d'homes de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-defuncions-homes,Població
268,Esperança de vida de la ciutat de Barcelona,,,,barcelona,Esperança de vida de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-esp-vida,Població
269,Esperança de vida en dones de la ciutat de Barcelona  ,,,,barcelona,Esperança de vida en dones de la ciutat de Barcelona  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-esp-vida-dones,Població
270,Esperança de vida en homes de la ciutat de Barcelona,,,,barcelona,Esperança de vida en homes de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-esp-vida-homes,Població
271,Fecunditat  en mares de  15 a 19 anys  de la ciutat de Barcelona ,,,,barcelona,Fecunditat  en mares de  15 a 19 anys  de la ciutat de Barcelona ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-fec-mares-15-19-anys,Població
272,Fecunditat  en mares de  15 a 49 anys  de la ciutat de Barcelona ,,,,barcelona,Fecunditat  en mares de 15 a 49 anys de la ciutat de Barcelona ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-fec-mares-15-49-anys,Població
273,Fecunditat  en mares de  20 a 34 anys  de la ciutat de Barcelona ,,,,barcelona,Fecunditat  en mares de  20 a 34 anys  de la ciutat de Barcelona ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-fec-mares-20-34-anys,Població
274,Fecunditat  en mares de 35 a 49 anys de la ciutat de Barcelona ,,,,barcelona,Fecunditat  en mares de 35 a 49 anys de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-fec-mares-35-49-anys,Població
275,Taxa bruta de mortalitat de la ciutat de Barcelona,,,,barcelona,Taxa bruta de mortalitat de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-taxa-bruta-mort,Població
276,Taxa bruta de mortalitat de dones de la ciutat de Barcelona,,,,barcelona,Taxa bruta de mortalitat de dones  de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-taxa-bruta-mort-dones,Població
277,Taxa bruta de mortalitat d'homes de la ciutat de Barcelona,,,,barcelona,Taxa bruta de mortalitat d'homes de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-taxa-bruta-mort-homes,Població
278,Taxa específica de fecunditat en mares de 15 a 19 anys  de la ciutat de Barcelona ,,,,barcelona,Taxa específica de fecunditat en mares de 15 a 19 anys de la ciutat de Barcelona ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-taxa-fec-mares-15-19-anys,Població
279,Taxa especifica de fecunditat en mares de 15 a 49 anys de la ciutat de Barcelona,,,,barcelona,Taxa especifica de fecunditat en mares de 15 a 49 anys de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-taxa-fec-mares-15-49-anys,Població
280,Taxa específica de fecunditat en mares de 20 a 34 anys  de la ciutat de Barcelona,,,,barcelona,Taxa específica de fecunditat en mares de 20 a 34 anys  de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-taxa-fec-mares-20-34-anys,Població
281,Taxa especifica de fecunditat en mares de 35 a 49 anys de la ciutat de Barcelona,,,,barcelona,Taxa especifica de fecunditat en mares de 35 a 49 anys de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-taxa-fec-mares-35-49-anys,Població
282,"Taxa de mortalitat de dones, estandarditzada per edat,  de la ciutat de Barcelona",,,,barcelona,"Taxa de mortalitat de dones, estandarditzada per edat, de la ciutat de Barcelona",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-taxa-mort-dones-estand-edat,Població
283,"Taxa de mortalitat, estandarditzada per edat, de la ciutat de Barcelona",,,,barcelona,"Taxa de mortalitat, estandarditzada per edat, de la ciutat de Barcelona.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-taxa-mort-estand-edat,Població
284,"Taxa de mortalitat d'homes, estandarditzada per edat, de la ciutat de Barcelona",,,,barcelona,"Taxa de mortalitat d'homes, estandarditzada per edat, de la ciutat de Barcelona",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-sp-taxa-mort-homes-estand-edat,Població
285,Superfície dels barris de la ciutat de Barcelona,,,,barcelona,Superfície dels barris de la ciutat de Barcelona (h2).,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-superficie,Territori
286,Padró de vehicles. Tipologia del parc de vehicles  de la ciutat de Barcelona segons distintiu ambiental,,,,barcelona,Padró de vehicles. Tipologia del parc de vehicles  de la ciutat de Barcelona segons distintiu ambiental,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-amb-distintiu,Ciutat i serveis
287,Antiguitat del parc de vehicles de menys d'un any  de la ciutat de Barcelona,,,,barcelona,Antiguitat del parc de vehicles de menys d'un any  de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-antiguitat-menys-un-any,Ciutat i serveis
288,Antiguitat de les motos de la ciutat de Barcelona,,,,barcelona,Antiguitat de les motos de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-antiguitat-motos,Ciutat i serveis
289,Padró de vehicles. Antiguitat per tipus de vehicle del parc de vehicles de la ciutat de Barcelona,,,,barcelona,Padró de vehicles. Antiguitat per tipus de vehicle del parc de vehicles de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-antiguitat-tipus,Ciutat i serveis
290,Antiguitat dels turismes de la ciutat de Barcelona,,,,barcelona,Antiguitat dels turismes de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-antiguitat-turismes,Ciutat i serveis
291,Padró de vehicles. Cilindrada de les motos de la ciutat de Barcelona,,,,barcelona,Padró de vehicles. Cilindrada de les motos de la ciutat de Barcelonana,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-cilindrada-motos,Ciutat i serveis
292,Padró de vehicles. Nacionalitat dels propietaris del parc de vehicles de la ciutat de Barcelona,,,,barcelona,Padró de vehicles. Nacionalitat dels propietaris del parc de vehicles de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-nacionalitat-propietari,Ciutat i serveis
293,Nacionalitat dels propietaris de motos de la ciutat de Barcelona,,,,barcelona,Nacionalitat dels propietaris de motos de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-nacionalitat-propietari-motos,Ciutat i serveis
294,Padró de vehicles. Potència fiscal dels turismes de la ciutat de Barcelona,,,,barcelona,Padró de vehicles. Potència fiscal dels turismes de la ciutat de Barcelona  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-potencia-fiscal-turismes,Ciutat i serveis
295,Padró de vehicles. Tipologia del parc de vehicles de la ciutat de Barcelona,,,,barcelona,Padró de vehicles. Tipologia del parc de vehicles de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-tipologia-parc-vehicles,Ciutat i serveis
296,Padró de vehicles. Tipus de propietari del parc de vehicles de la ciutat de Barcelona,,,,barcelona,Padró de vehicles. Tipus de propietari del parc de vehicles de la ciutat de Barcelona   ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-tipus-propietari,Ciutat i serveis
297,Tipus de propietari de les motos per barris de la ciutat de Barcelona,,,,barcelona,Tipus de propietari de les motos per barris de la ciutat de Barcelonaciutat de Barcelona.   ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-vehicles-tipus-propietari-motos,Ciutat i serveis
298,Estacionaments de l'Àrea de Distribució Urbana de Mercaderies (DUM) de la ciutat  de Barcelona,,,,barcelona,Nombre d'estacionaments realitzats el dia anterior a la data actual a les Àrees de Distribució Urbana de Mercaderies (DUM) de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=estacionaments-dum,Ciutat i serveis
299,Estacions d'autobús de la ciutat de Barcelona,,,,barcelona,"Estacions d’autobusos, parades d’autobús diürns, nocturns i a l’aeroport de la ciutat de Barcelona. ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=estacions-bus,Ciutat i serveis
300,Estacions marítimes de la ciutat de Barcelona,,,,barcelona,Estacions marítimes de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=estacions-maritimes,Ciutat i serveis
301,Estat  de les estacions del nou Bicing de la ciutat de Barcelona,,,,barcelona,Estat de les estacions del nou Bicing de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=estat-estacions-bicing,Ciutat i serveis
302,Estat dels ports dels punts de recàrrega del vehicle elèctric de la ciutat de Barcelona,,,,barcelona,Estat dels ports dels punts de recàrrega del vehicle elèctric de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=estat-ports-recarrega-electric,Ciutat i serveis
303,Evolució  de les despeses corrents per polítiques de l'Ajuntament de Barcelona,,,,barcelona,Evolució de les despeses corrents per polítiques  de l'Ajuntament de Barcelona . La classificació es realitza per programes i els valors anuals liquidats  es mostren en milions d'euros i en termes de comptabilitat pressupostària. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-despeses-corrents-per-politiques,Administració
304,Evolució de les despeses de l'Ajuntament de Barcelona,,,,barcelona,Evolució de les despeses de l'Ajuntament de Barcelona.  Es tracta d'una classificació econòmica i els valors liquidats són expressats en milions d'euros en termes de comptabilitat pressupostària. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-despeses-per-capitols,Administració
305,Evolució de les despeses per capítols i articles de l'Ajuntament de Barcelona,,,,barcelona,Evolució de les despeses per capítols i articles de l'Ajuntament de Barcelona. Els valors liquidats són expressats en milions d'euros en termes de comptabilitat pressupostària. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-despeses-per-capitols-i-articles,Administració
306,Evolució de les despeses per classificació orgànica de l'Ajuntament de Barcelona,,,,barcelona,Evolució de les despeses per classificació orgànica de l'Ajuntament de Barcelona. Es mostren les dades individuals en termes de comptabilitat pressupostària i els valors liquidats s'expressen en milions d'euros. ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-despeses-per-unitats-organiques,Administració
307,Evolució del deute de l'Ajuntament de Barcelona,,,,barcelona,Evolució del deute de l'Ajuntament de Barcelona.  Es mostra en  valor absolut i en percentatge sobre els ingressos corrents considerats en termes del Sistema Europeu de Comptes (SEC). Els imports estan expressats en milions d'euros i en valors liquidats. No es consideren entitats dependents.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-deute,Administració
308,Evolució dels ingressos per capítols de l'Ajuntament de Barcelona,,,,barcelona,Evolució dels ingressos per capítols de l'Ajuntament de Barcelona. Els valors són expressats en milions d'euros liquidats en termes de comptabilitat pressupostària.  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-ingressos-per-capitols,Administració
309,Evolució dels ingressos per capítols i articles de l'Ajuntament de Barcelona,,,,barcelona,Evolució dels ingressos per capítols i articles de l'Ajuntament de Barcelona. Els valors s'expressen en milions d'euros liquidats en termes de comptabilitat pressupostària.  ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-ingressos-per-capitols-i-articles,Administració
310,"Evolució del resultat, els ingressos i les despeses de l'Ajuntament de Barcelona",,,,barcelona,"Evolució del resultat, els ingressos i  les despeses de l'Ajuntament de Barcelona en termes del Sistema Europeu de Comptes (SEC). Els imports estan expressats en milions d'euros i en valors liquidats. ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=evolucio-resultat-ingressos-i-despeses,Administració
311,Fitxes sobre ocupacions del mercat laboral a la ciutat de Barcelona,,,,barcelona,"Les fitxes recullen per a cada ocupació el conjunt de tasques, responsabilitats i funcions que un individu exerceix en un lloc de treball i que requereix d'uns coneixements, d'una formació, d'unes competències personals i, en alguns casos, d'experiència professional.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=fitxes-ocupacionals,Economia i empresa
312,Fonts de beure de la ciutat de Barcelona,,,,barcelona,"Aquest conjunt de dades conté un llistat de les fonts públiques de beure de la ciutat de Barcelona amb el codi de la font (numero únic que identifica cada font i es troba en una placa en la mateixa font), model o nom quan en tenen (les fonts singulars normalment tenen un nom determinat, en el cas que la font no tingui nom s'indica el model o nom comercial de cada fabricant), adreça (carrer i numero, o nom de l'espai públic on la font esta ubicada) i  les coordenades de la seva ubicació.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=fonts,Territori
313,Fonts ornamentals de la ciutat de Barcelona,,,,barcelona,Aquest conjunt de dades conté un llistat de les fonts ornamentals de la ciutat de Barcelona.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=fonts-ornamentals,Territori
314,Avís d'incidències al trànsit de la ciutat de Barcelona,,,,barcelona,"En cas que hi hagi una incidència en el trànsit de  la ciutat de Barcelona, apareix el text de la incidència en tres idiomes. En cas contrari el text és  ""Utilitzeu el transport públic"".",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=frase,Ciutat i serveis
315,Funiculars a la ciutat de Barcelona,,,,barcelona,Funiculars a la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=funiculars,Ciutat i serveis
316,Galeries comercials de la ciutat de Barcelona,,,,barcelona,Galeries comercials de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=galeries-comercials,Economia i empresa
317,Grans centres comercials de la ciutat de Barcelona,,,,barcelona,Grans centres comercials de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=grans-centres-comercials,Economia i empresa
318,Grans establiments de la ciutat de Barcelona,,,,barcelona,Grans establiments de la ciutat de Barcelona,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=grans-establiments,Economia i empresa
319,Preus d'oferta dels habitatges de la ciutat de Barcelona de segona mà. Estimació del preu de lloguer mensual per barris. Canvi de font,,,,barcelona,Preus d'oferta dels habitatges de segona mà. Estimació del preu de lloguer mensual per barris. Canvi de font,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mallo-a,Territori
320,Sèrie anual Habitatges segona mà lloguer de la ciutat de Barcelona. Canvi de font,,,,barcelona,Sèrie anual Habitatges segona mà lloguer de la ciutat de Barcelona. Canvi de font,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mallo-evolucio,Territori
321,Estimació del preu de venda. Sèrie anual del preu/m2 de venda dels habitatges de la ciutat de Barcelona de segona mà per barris. 2007-2011. Evolució anual (Base 2008=100). Canvi de font,,,,barcelona,Estimació del preu de venda. Sèrie anual del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2011. Evolució anual (Base 2008=100). Canvi de font,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-anualt1b,Territori
322,Estimació del preu de venda de la ciutat de Barcelona. Sèrie anual del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2011. Taxa de variació interanual. Canvi de font,,,,barcelona,Estimació del preu de venda. Sèrie anual del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2011. Taxa de variació interanual. Canvi de font,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-anualt2b,Territori
323,Estimació del preu de venda de la ciutat de Barcelona. Sèrie anual del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2011. Distribució dels preus. (Base Barcelona=100). Canvi de font,,,,barcelona,Estimació del preu de venda. Sèrie anual del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2011. Distribució dels preus. (Base Barcelona=100). Canvi de font,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-anualt3b,Territori
324,Evolució semestral de la ciutat de Barcelona(Base 2008=100). Canvi de font,,,,barcelona,Evolució semestral (Base 2008=100). Canvi de font,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-semestralt1b,Territori
325,Estimació del preu de venda  de la ciutat de Barcelona. Sèrie semestral del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2012. Taxa de variació interanual. Canvi de font,,,,barcelona,Estimació del preu de venda. Sèrie semestral del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2012. Taxa de variació interanual. Canvi de font,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-semestralt2b,Territori
326,Estimació del preu de venda de la ciutat de Barcelona. Sèrie semestral del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2012. Distribució dels preus. (Base Barcelona=100). Canvi de font,,,,barcelona,Estimació del preu de venda. Sèrie semestral del preu/m2 de venda dels habitatges de segona mà per barris. 2007-2012. Distribució dels preus. (Base Barcelona=100). Canvi de font,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-semestralt3b,Territori
327,Estimació del preu de venda de la ciutat de Barcelona. Sèrie anual de la mitjana del preu de venda dels habitatges de segona mà per barris. 2007-2011. Evolució anual (Base 2008=100). Canvi de font,,,,barcelona,Estimació del preu de venda. Sèrie anual de la mitjana del preu de venda dels habitatges de segona mà per barris. 2007-2011. Evolució anual (Base 2008=100). Canvi de font,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-totalt1b,Territori
328,Estimació del preu de venda de la ciutat de Barcelona. Sèrie anual de la mitjana del preu de venda dels habitatges de segona mà per barris. 2007-2011. Taxa de variació interanual. Canvi de font,,,,barcelona,Estimació del preu de venda. Sèrie anual de la mitjana del preu de venda dels habitatges de segona mà per barris. 2007-2011. Taxa de variació interanual. Canvi de font,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-totalt2b,Territori
329,Estimació del preu de venda. Sèrie anual de la mitjana del preu de venda dels habitatges de la ciutat de Barcelona de segona mà per barris. 2007-2011. Distribució dels preus. (Base Barcelona=100). Canvi de font,,,,barcelona,Estimació del preu de venda. Sèrie anual de la mitjana del preu de venda dels habitatges de segona mà per barris. 2007-2011. Distribució dels preus. (Base Barcelona=100). Canvi de font,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-totalt3b,Territori
330,Evolució del preu de venda de la ciutat de Barcelona. Dades en euros. Canvi de font,,,,barcelona,Evolució del preu de venda. Dades en euros. Canvi de font,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-totalt4b,Territori
331,Nombre d'observacions dels habitatges de la ciutat de Barcelona de segona mà. Canvi de font,,,,barcelona,Nombre d'observacions dels habitatges de segona mà. Canvi de font,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=h2mave-totalt5b,Territori
332,Habitatges familiars de la ciutat de Barcelona situats en edificis destinats principalment a habitatge segons any de construcció,,,,barcelona,Habitatges familiars situats en edificis destinats principalment a habitatge segons trams d'anys de construcció .Dades del Cens de Població i Habitatges 2011,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=habit-fam-dest-habit-segons-any-const,Territori
